complexity	rx	comment
1	S=P(NN(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1>>S=P([N]N(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	product is a radical
1	CC(C)(C)N=S([N-]C(C)(C)C)[N-]C(C)(C)C.[Li+]>>CC(C)(C)[N]S(=NC(C)(C)C)[N-]C(C)(C)C	mechanistic step
1	C[As](=O)([O-])O.Cl.O.[Na+]>>C[AsH2]	ok
1	S=C(N=Nc1ccccc1)NNc1ccccc1>>NC(=S)NNc1ccccc1	multistep
2	CC(C)=CCC/C(C)=C/C[Mg]Cl.CCC/C=C/COP(=S)(OC)OC>>CCC/C=C/CC/C=C(\C)CCC=C(C)C	ok
2	CC(C)(C)C1=C(c2ccccc2)P1Cl.[Li]C#CC(C)(C)C>>CC(C)(C)C#CP1C(c2ccccc2)=C1C(C)(C)C	ok
2	CSC(=S)SC.NC(=O)Cc1ccccc1>>CSC(=S)C(C(N)=O)c1ccccc1	ok
2	C=C=C[PH](=O)O.CCOC(=O)Cl>>C=C=C[PH](=O)OCC	ok
2	CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1>>O=C(CS(=O)(=O)CCO)Nc1ccccc1	ok
2	C[N+](C)(C)P(=O)(O)N1CCOCC1.O=P(O)(O)c1ccccc1>>O=P(O)(OP(=O)(O)N1CCOCC1)c1ccccc1	ok
2	NN=C=O>>[CH2]O	product is a radical
2	CO[C@@H]1O[C@H](C)[C@@H](OCc2ccccc2)[C@H](OC(C)=O)[C@H]1OCc1ccccc1.C[Si](C)(C)SSc1ccccc1>>CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](Sc2ccccc2)O[C@H](C)[C@H]1OCc1ccccc1	ok
2	NC(C(=O)O)C(C(=O)O)C(=O)O>>O=C(O)C=C(C(=O)O)C(=O)O	ok
2	C=C([Mg]Br)[Si](C)(C)C.CCCCCCCC(=O)Cl>>C=C(C(=O)CCCCCCC)[Si](C)(C)C	ok
2	O=C1C(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)C1(F)F>>O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(F)F	ok
2	CC(C)C/C=C/C(C)(C)C>>C[C](C)C	product is a radical
2	CS[C@]12[C@@H](N)C(=O)N1CCCN2C(=O)c1ccccc1.O=C(Cl)COc1ccccc1>>CS[C@]12[C@@H](Oc3ccccc3)C(=O)N1CCCN2C(=O)c1ccccc1	entry incorrectly transferred from the lit. source or multistep
2	CCOC(=O)C(C)(C)Br.c1ccc([Te]c2ccccc2)cc1>>CCOC(=O)C(C)(C)[Te+](c1ccccc1)c1ccccc1	ok
2	c1cc2c3c(c1)CCc1cccc(c1CC3)CC2>>c1cc2c3c(c1)CCc1cccc(c1-3)CC2	ok
2	COC(=O)CC(=O)OC.Cn1c(=O)c2c(ncn2C)n(C)c1=O>>COC(=O)C(C(=O)OC)c1nc2c(c(=O)n(C)c(=O)n2C)n1C	ok
2	CC(C)(C)SSC(C)(C)C.COC(=O)C(=[N+]=[N-])C(=O)OC>>COC(=O)C(SSC(C)(C)C)C(=O)OC	ok
2	CCCC(=O)OCC(F)(F)F.CCCCCCC(C)O>>CCCCCC[C@@H](O)COC(=O)CCC	Incorrect structure of the product when confroneted with the relevant lit. source.
2	CCN(CC)P(CC(=O)OC)N(CC)CC.CCN(CC)P(Cl)N(CC)CC>>CCN(CC)P(C(C(=O)OC)P(N(CC)CC)N(CC)CC)N(CC)CC	ok
2	CC1(C)[N+]([O-])=[N+]([O-])C1(Br)c1ccccc1>>CC(C)=C(Br)c1ccccc1	ok
3	S=C=Nc1cccc2cccc(I)c12>>c1cc2cccc3scnc(c1)c23	ok
3	C1=C[C@@H]2[C@@H]3N=N[C@@H]([C@H]4[C@H]5C=C[C@H](C5)[C@@H]34)[C@@H]2C1.C[N+](=O)[O-]>>N#CC1=C[C@@H]2C[C@H]1[C@H]1[C@@H]2[C@H]2N=N[C@@H]1[C@@H]1C=CC[C@H]21	multistep
3	[N-]=[N+]=NC(C(=O)O)(c1ccccc1)c1ccccc1>>NC(=O)C(N)(c1ccccc1)c1ccccc1	multistep
3	CCOCC.O.O=C=C(c1ccccc1)c1ccccc1>>O=C(O)C(c1ccccc1)c1ccccc1	ok
3	C=[N+]=[N-].CC(C)(C)OC(=O)OC(=O)[C@H](N)CO>>COC(=O)[C@H](N)CO	multistep
3	ClCC12C3CCC1C32Br.[Li]C>>C1CC2C3CC23C1	Highly suspicious. Absent in the only source paper.
3	CCOP(OCC)N(CC)CC.ClC(Cl)(Cl)Cl>>CCOP(=O)(N(CC)CC)C(Cl)(Cl)Cl	ok
3	CNc1ccccc1.N=C(N)NN=O.O>>N#CNC(=N)N	highly suspicious
3	Br.FC[C@H]1CC[C@@H](N=C=S)CC1.c1nc(C2CCNCC2)c[nH]1>>FC[C@H]1CC[C@@H](C(=S)N2CCC(c3c[nH]cn3)CC2)CC1	Incorrect stucture of the product.
3	COC(=O)CC(CC(C)C)C(=O)O>>COC(=O)C/C=C/CC(C)C	Erroneous structure of substrate or product  when confroneted with the relevant lit. source.
3	CS.CSCC(O)c1ccccc1>>C[C@@H]1O[C@H]1c1ccccc1	highly suspicious
3	O=C(Cl)Cl.ON=C1CCCCC1.Sc1ccccc1>>O=C(ON=C1CCCCC1)Sc1ccccc1	ok
3	COC(=O)[C@@H]1[C@H]2C[C@H]3C[C@@H]1C(=O)[C@@H](C2)C3.COC(C)(C)OC>>COC(=O)[C@@H]1[C@H]2C[C@H]3C[C@@H]1C1(OC(C)(C)O1)[C@@H](C2)C3	ok
3	CC1=CC[C@@H]2[C@H](OCc3ccccc3)C[C@@H](C)C(=O)[C@@]2(C)C1.COC[Si](C)(C)C>>COC(OC1[C@@H](C)C[C@H](OCc2ccccc2)[C@@H]2CC=C(C)C[C@@]12C)[Si](C)(C)C	Incorrect structure of the product  when confroneted with the relevant lit. source.
3	CO.COC1OC(OC)c2ccccc21>>COC1(OC)OCc2ccccc21	ok
3	Cc1cc(C)c(C(O)=[Si]([Si](C)(C)C)[Si](C)(C)C)c(C)c1.[Li+]>>Cc1cc(C)c(C(=O)[SiH]([Si](C)(C)C)[Si](C)(C)C)c(C)c1	ok
3	C[Si](C)(C12C3CCCC1C32)C12C3CCCC1C32.O=C(Cl)Cl>>C[Si]1(C)C23C4CCCC2C43C(=O)C23C4CCCC2C431	ok
3	C=C=CS(=O)(=O)c1ccc(C)cc1.O=C(O)CNC(=O)c1ccccc1.[Na+]>>C=C(CS(=O)(=O)c1ccc(C)cc1)OC(=O)CNC(=O)c1ccccc1	ok
3	COC(=O)C(C)=O.c1ccc(CCc2cccnn2)cc1>>O=C1c2ccccc2CCc2nnccc21	multistep
3	CCOC=O.COc1ccc(NC(=O)CC#N)cc1.Nc1cccc(Cl)c1>>COc1ccc(NC(=O)C(C#N)=CNc2cccc(Cl)c2)cc1	ok
4	CC(C)(C)OC(=O)[C@H]1[C@H](C(F)(F)F)[C@@H]2C=C[C@H]1O2.CC(C)(C)[Si](C)(C)OS(=O)C(F)(F)F>>CC(C)(C)OC(=O)C1=CC=C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1C(F)(F)F	ok
4	CC(C)(CBr)COP(=O)(Cl)Br.CCN.CCNCC>>CCN(CC)P1(=O)OCC(C)(C)CN1CC	multistep
4	CC(C)(N)CO.C[N+]#Cc1ccccc1.O=S(=O)(O)C(F)(F)F>>CC1(C)COC(c2ccccc2)=N1	ok
4	CC1(C)Nc2ccccc2S1.CCCCC(Br)C(=O)Cl>>CCCCC1Sc2ccccc2NC1=O	ok
4	CCOC(CNC(=S)Oc1ccccc1)OCC>>CCOC1CN=C(Oc2ccccc2)S1	ok
4	C=C[Se]c1ccc(Br)cc1.Cl[Se]c1ccc(Br)cc1>>ClC(C[Se]c1ccc(Br)cc1)[Se]c1ccc(Br)cc1	ok
4	Cn1cc([C@@H]2O[C@H](COS(C)(=O)=O)[C@H]3OC(C)(C)O[C@@H]23)c(=O)n(C)c1=O>>Cn1cc(C=C2OC(C)(C)O[C@@H]2[C@H]2CO2)c(=O)n(C)c1=O	ok
4	C[n+]1ccc(N)cc1.Cc1ccc(S(=O)(=O)Cl)cc1.O=S(=O)(O)C(F)(F)F>>Cc1ccc(S(=O)(=O)N=c2ccn(C)cc2)cc1	ok
4	O=C1CCN(Cc2c(Cl)cccc2[N+](=O)[O-])C1=O>>OC1CCN2Cc3c(Cl)cccc3N=C12	erroneous direction of the reaction. According to the source publication it is nitro group reduction followed by imine formation.
4	CC(C)(C(=O)O)C(CC(=O)O)CC(=O)O>>CC1(C)C(=O)OC(C(=O)O)C1C(=O)O	Highly suspicious. The only literature reference is a publication from 1897.
4	C#CCBr.CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccccc1>>C=C=CN1C(C)=C(C(=O)OCC)C(c2ccccc2)C2=C1c1ccccc1C2=O	ok
4	CCN(CC)C(=O)[C@]1(C)[C@@H]2CCCCCC[C@@]23C(C(=O)OC)=C(C(=O)OC)ON13>>CCN(CC)C(=O)[C@]1(C)NC(C(=O)OC)=C(C(=O)OC)C2=CCCCCC[C@@H]21	ok
4	CCOC(=O)C1CCC[N+](C)([O-])C1>>C=C(CCCN(C)O)C(=O)OCC	ok
4	CC1(C)CC(C)(C(=O)O)NC1=O>>CC(C)(C(N)=O)C(=O)O	suspicious. The only paper describing the reaction is from XIX century.
4	Cc1ccc(S(=O)(=O)Cl)cc1.O=S(=O)(O)O>>Cc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O	two independant reactions
4	CCBr.Cc1ccc(S(=O)(=O)Nc2cccc3c2Nc2ccccc2S3)cc1>>Cc1ccc(S(=O)(=O)N2CCN3c4ccccc4Sc4cccc2c43)cc1	Incorrect sturcture of the substrate
4	CC(=O)Cc1ccccc1.O=S(=O)(NO)c1ccccc1>>O=C(C(=O)c1ccccc1)c1ccccc1	Transformation describes uknown chemistry. Probably an error in the strucure of product or substrate. Old literature source.
4	CS(=O)(=O)O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccc3ccccc3c2)C(=O)N(Cc2ccc3ccccc3c2)[C@@H]1Cc1ccccc1>>O=C1N(Cc2ccc3ccccc3c2)[C@H](/C=C/c2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	ok
4	CCO.Cc1oncc1[N+](=O)[O-]>>CCOC(=O)C[N+](=O)[O-]	ok
4	COC(=O)C(=C(C)C)N1C(=O)[C@@H]2N=C(Cc3ccccc3)S[C@@H]21.O=C(OC(=O)C(Cl)Cl)C(Cl)Cl>>COC(=O)C(=C(C)C)N1C(=O)[C@@H]2[C@H]1SC(=Cc1ccccc1)N2C(=O)C(Cl)Cl 	ok
5	[Br-].c1ccc2c(c1)C[n+]1c-2sc2ccccc21>>c1ccc2c(c1)cn1c3ccccc3sc21	ok
5	C[C@H]1[C@H]2CC[C@H]3[C@@H]4C(O)[C@@H]5CCC[C@@](C)(C5=O)[C@H]4CC[C@@]32CN1C>>C[C@H]1[C@H]2CC[C@H]3[C@@H]4C(=O)OC5CCCC[C@]5(C)[C@H]4CC[C@@]32CN1C	ok
5	CC(=O)O.CC1=CC[C@@H]2C[C@H]1C2(C)C>>CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2	ok
5	O=C(Cl)c1ccccc1.OCN=C(c1ccccc1)c1ccccc1>>O=C(O/C=N/C(c1ccccc1)c1ccccc1)c1ccccc1	ok
5	CNN.COC(=O)/C=C(C(=O)OC)/C(C(C)=O)=C(\C)NN(C)C>>COC(=O)/C=C(\C(=O)OC)c1c(C)nn(C)c1C	ok
5	C/C(=N\NC(C)(C)C)C1CCCCN1C(=O)/C=C/c1ccccc1Cl>>CC(C)(C)N=N[C@@]1(C)[C@@H](Cc2ccccc2Cl)C(=O)N2CCCC[C@@H]21	ok
5	C1COCCN1.FC1(F)SC(F)(F)C(F)(F)SC1(F)F>>FC(F)(F)C(=S)N1CCOCC1	highly suspicious
5	CCN(CC)CC.[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1>>CCN(CC)C1CN=NN1c1ccc([N+](=O)[O-])cc1	ok
5	CN=C=S.NS(=O)(=O)/C=C(\Cl)c1ccccc1>>CNC1=NS(=O)(=O)C=C(c2ccccc2)S1	ok
5	COC(=O)C#CBr.NCCN1CCOCC1>>COC(=O)C1CCOCC[N+]2=C1NCC2	ok
5	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C(N=O)=C(O)CC[C@]4(C)[C@H]3CC[C@@]21C>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4/C(=N\O)C(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	ok
5	COC(=O)C1=C[C@H]2O[C@]3(C(=O)OC)CO[C@]3(C)C(=O)O[C@@H]2[C@@H]2O[C@H]12>>COC(=O)C1=CC(O)[C@H]2OC(=O)[C@@]3(C)OC[C@@]34O[C@@H]2[C@@H]1OC4=O	ok
5	C=C(NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1.Ic1ccccc1I>>CC(C)(C)OC(=O)n1c(C(=O)OCc2ccccc2)cc2ccccc21	ok
5	CC(=O)ON=C1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](OC(C)=O)C[C@]12ON=O>>CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4[C@H](C)CCCC(C)C)[C@@H]3[C@H]3N(N=O)[C@]34O[C@@]42C1	ok
5	O=C1C(Br)=C(Sc2ccccc2)C(=C(c2ccccc2)c2ccccc2)c2ccccc21>>O=C1c2ccccc2C(=C(c2ccccc2)c2ccccc2)c2sc3ccccc3c21	ok
5	CC(=O)OO.O=Cc1ccco1>>O=C/C=C\C(=O)O	ok
5	CC[Si](Cl)(CC)CC.COc1ccc2c(c1)CCN1C3=C(CCC3)C(=O)C[C@@H]21>>CC[Si](CC)(CC)OC1=C2CCC[C@@H]2N2CCc3cc(OC)ccc3[C@@H]2C1	ok
5	C#CC(=O)ONC(C)(C)C>>CC(C)(C)n1ccc(=O)o1	ok
5	CI.COC1(OC)CCC2C(C1)C2(Br)Br>>CC1(C)C2CCC(=O)CC21	Second halide is missing.
5	CC(=C(C#N)C#N)c1cccs1.S=C=S>>N#CC1=C(c2cccs2)CC(=S)SC1=N	ok
6	COC(=O)/C=c1\sc2nc3ccccc3n2c1=O>>O=C(O)c1cc(=O)n2c(nc3ccccc32)s1	ok
6	COC(=O)/C(C#N)=C/Cc1c(C(=O)OC)cc(C(=O)OC)c(=O)n1C>>COC(=O)c1cc2c(=O)occc2n(C)c1=O	ok
6	[O-][Cl+3]([O-])([O-])[O-].c1ccc(-c2c[n+](C3CCCCC3)n(-c3ccccc3)n2)cc1>>c1ccc(-c2nc3ccccc3nc2NC2CCCCC2)cc1	ok
6	COC(=O)CC1CC(CCc2c(Cl)cc(Cl)cc2OCc2ccccc2)=NO1>>O=C1C[C@@H](O)C[C@@H](CCc2c(Cl)cc(Cl)cc2OCc2ccccc2)N1	ok
6	COC(=O)c1ccc([N+](=O)[O-])c(C)c1.COC(OC)N(C)C>>COC(=O)c1ccc2c(ccn2O)c1	ok
6	C1COCCN1.CO[PH](=O)OC.O=C1C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1>>COP(=O)(O)OC1=C(c2ccccc2)C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1	ok
6	CC(C)=O.CO.C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1C[C@H]1N[C@]12C(=O)CO>>COC1(CO)OC(C)(C)N2[C@@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@@]321	ok
6	CC1(C)N=NC(c2ccccc2)=C1C1=C(c2ccccc2)C(C)(C)N=N1>>CC(C)=C(C#CC(=C(C)C)c1ccccc1)c1ccccc1	ok
6	Cn1cc([N+](=O)[O-])c(-c2ccccc2)c1C1=CCCCC1>>Cn1cc([N+](=O)[O-])c2c3ccccc3c3c(c21)CCCC3	ok
6	OC1OC[C@@H](O)[C@H](O)[C@H]1O.[K+].[N-]=C=O>>O=C1N[C@H]2O[C@H](CO)[C@H](O)[C@H]2O1	ok
6	C#CC(C)(C)Cl.C1=Cc2ccccc2Nc2ccccc21>>CC(C)=C1C2C3c4ccccc4N1c1ccccc1C23	ok
6	Cc1ccc(N=C=S)cc1.NC(=NO)c1ccccc1>>Cc1ccc(Nc2nc(-c3ccccc3)no2)cc1	ok
6	CC[Si](C#Cc1ccccc1)(CC)CC.COc1ccc(-c2ccccc2I)cc1>>CC[Si](CC)(CC)c1c(-c2ccccc2)c2cc(OC)ccc2c2ccccc12	ok
6	CC12[C@]3(C)C(=O)C(=[N+]=[N-])[C@@]1(C)[C@]23C.CO>>COC1(C)C(C)=CC(=O)C(C)=C1C	ok
6	COC(=O)C1=CCC(C(=O)OC)N(Cc2ccccc2)C=C(C(=O)OC)C(C(=O)OC)=C1>>COC(=O)C1=CC(C(=O)OC)=C(C(=O)OC)[C@H]2[C@@H]1C[C@@H](C(=O)OC)N2Cc1ccccc1	ok
6	CCC(C)CO.O=C(Cl)C(=O)c1ccccc1>>CC(C)CCOC(=O)C(=O)c1ccccc1	incorrect entry. Errorneous structure of the substrate or product.
6	COc1cc(-c2c3n(c4c(=O)oc5cc(O)c(OC)cc5c24)C(O)Cc2c-3cc(OC)c(OC)c2OC)ccc1O>>COc1cc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4c(OC)c(OC)c(OC)cc4c23)ccc1O	ok
6	CC1OC(C)OC(C)O1.COc1ccc(CCl)cc1>>CCOCc1ccc(OC)c(C(C)OCC)c1	suspicious. Probably multistep
6	Cc1ccc(C)c2c1C[C@H](C(C)(C)O)[C@@H](O)C2=O>>C=C(C)C1=Cc2c(C)ccc(C)c2C(=O)C1=O	ok
6	C1=C(N2CCOCC2)CCCC1.c1ccc(-c2nn3nnnc3s2)cc1>>c1ccc(-c2nnc(N=C(C3CCCC3)N3CCOCC3)s2)cc1	ok
9	C=C(/C(C)=C/CO[Si](C)(C)C)N1CCOCC1>>C[C@H]1C(=O)C=C([Si](C)(C)C)C2=COC[C@@H]21	missing substrate
7	CC(C)(Br)C1CC2=C(O1)c1ccccc1C(=O)C2=O>>CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O	ok
16	CC(C)(C)C1=CC(=C2C(=C3c4ccccc4C(=O)c4ccccc43)C2=C2c3ccccc3C(=O)c3ccccc32)C=C(C(C)(C)C)C1=O>>CC(C)(C)c1cc(C2=C(c3c4ccccc4c(O)c4ccccc34)C2=C2c3ccccc3C(=O)c3ccccc32)cc(C(C)(C)C)c1O	ok
14	C1=CC2C(=CC=C3c4ccccc4-c4ccccc4C32)c2ccccc21>>c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3ccccc3c12	ok
16	CC(=O)O.O=S(=O)(Nc1ccc(O)c(-c2c(O)ccc3ccccc23)c1)c1ccccc1>>CC(=O)OC1(C2=C/C(=N/S(=O)(=O)c3ccccc3)C=CC2=O)C(=O)C=Cc2ccccc21	ok
7	CCOC1=NN(c2ccccc2)C(=O)C12OC2(C)C>>CCOc1nn(-c2ccccc2)c(O)c1O	ok
9	CCCCC#CC(=O)C(F)F>>O[C@@H](CF)c1ccccc1 	erroneous entry.Incorrect structure of the substrate.
7	CC(=O)N[C@@H](C)C(=O)N[C@@H](C)C1=N[C@@H](C)C(=O)O1.O=P(Cl)(Oc1ccccc1)Oc1ccccc1>>CC(=O)N[C@@H](C)C(=O)N[C@@H](C)c1nc(C)c(OP(=O)(Oc2ccccc2)Oc2ccccc2)o1	ok
8	C=C(Cc1cn(S(=O)(=O)c2ccc(C)cc2)c2cccc(Br)c12)C(=O)OCC>>CCOC(=O)c1cc2c3c(cccc3c1)N(S(=O)(=O)c1ccc(C)cc1)C2	ok
8	COC(=O)/C=C(/CC/C=C(\C)CCC=C(C)C)OC(C)=O.COSc1ccccc1>>COC(=O)[C@H]1C(=O)CC[C@H]2C(C)(C)[C@@H](Sc3ccccc3)CC[C@]12C	ok
9	O=C1C=C(C(c2ccccc2)(c2ccccc2)c2ccccc2)C=C(Br)C1=O.[N-]=[N+]=C1c2ccccc2-c2ccccc21>>Brc1cc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc2c1OC1(O2)c2ccccc2-c2ccccc21	ok
9	N#CCC#N.NCCNCCNCCN>>C1=C2NCCN2CCN2CCN=C12	ok
9	CC#C/C=C/C=C/C=C/C(=O)OCC.[Li]C>>CCOC(=O)C/C=C/C=C/C=C=C(C)C	ok
9	Cl.Nc1ccccc1CCl.S=c1ccc2ccccc2o1>>Oc1ccccc1/C=C/C1=Nc2ccccc2CS1	ok
12	C=C1C(C)=C(C)C(C)=C(C)C1(C)C.ICI.O=C1N=NC(=O)N1c1ccccc1>>CC1=C(C)C2(C)n3c(=O)n(-c4ccccc4)c(=O)n3C1(C)C(C)(C)C21CC1	multistep
9	O=C(O)c1cccc2c1-c1ccccc1C(Br)C2Br>>O=c1c2cccc3cc(Br)c4cccc1c4c32	ok
8	C=CCCCc1c(C)[n+](C)cc2ccccc12.[I-]>>C[C@@H]1N(C)[C@H]2CC3CCC[C@]31c1ccccc12	multistep
11	O=C1C=Cc2ccccc2C1=O.Oc1ccc2ccccc2c1O>>O=C1C(O)=C/C(=C2\C=C(O)C(=O)c3ccccc32)c2ccccc21	ok
14	CCc1c(C(=O)c2[nH]c(C=O)c(C)c2CC)[nH]c(C=O)c1C.c1coc(Cc2ccco2)c1>>CCC1=C(C)c2cc3ccc(cc4ccc(cc5[nH]c(c(CC)c5C)c(=O)c1n2)o4)o3	ok
11	O=c1oc(Cl)c(Cl)o1.c1ccc2ccccc2c1>>O=C1OC2(Cl)C3C=CC(c4ccccc43)C2(Cl)O1	ok
